#{"t_start": 1667215213.704613, "env_id": "CustomMyoChallengeBaodingP2-v1"}
r,l,t
480.181831,200,68909.638809
634.682465,200,68910.325033
308.06792,200,68911.016003
231.887145,200,68911.692931
765.252805,200,68912.371348
54.768433,60,68912.570916
507.155376,200,68913.252658
329.568695,200,68913.940203
184.023743,200,68914.6123
657.486491,200,68915.31557
187.13842,200,68916.000938
552.239769,200,68916.705187
558.608582,200,68917.383755
450.353772,200,68918.066826
450.453825,200,68918.7337
620.702432,147,68919.234982
575.272532,200,68919.923095
1177.079095,200,68920.672334
1035.056911,200,68921.482796
803.554469,200,68922.28113
787.346872,200,68923.066145
1181.907827,200,68991.678008
1116.686494,200,68992.363106
888.080025,200,68993.025769
325.010622,200,68993.681175
773.294173,200,68994.35031
537.784378,200,68995.023267
223.353324,200,68995.710526
256.525944,188,68996.324606
739.809491,200,68996.992975
517.000312,200,68997.662507
1091.066829,200,68998.337722
545.868471,200,68998.99385
893.218932,200,68999.651772
1116.363598,200,69000.302379
487.20323,200,69000.977321
1156.998264,200,69001.667306
849.526629,200,69002.346956
829.364727,200,69003.022894
498.608717,124,69003.446741
651.564199,200,69004.113702
1055.545378,200,69004.762961
1096.918651,200,69005.446453
588.190616,200,69006.110235
1050.903682,200,69006.791326
182.140011,200,69007.480684
766.266613,200,69008.166354
809.515782,200,69008.850945
597.757979,200,69009.50964
812.57816,200,69010.183685
940.11417,200,69010.85315
514.209824,200,69011.517711
705.521683,200,69012.197134
596.676904,200,69012.87968
248.103622,200,69013.540037
853.801485,200,69014.215422
547.250488,200,69014.894666
560.273314,200,69015.560996
803.306643,200,69016.22332
435.861896,200,69016.87606
406.123273,199,69017.538581
990.089804,200,69018.208543
554.97547,200,69018.887498
376.299135,200,69019.590562
111.535508,60,69019.791927
482.071746,200,69020.454166
208.531299,200,69021.13492
638.14191,200,69021.809329
1040.660517,200,69022.516023
544.526482,200,69023.213218
1024.26422,200,69023.913042
249.497472,200,69121.370456
1051.053554,200,69122.07724
662.031252,200,69122.767235
814.399448,200,69123.464462
615.67056,200,69124.150733
1187.490022,200,69124.862994
181.415729,200,69125.529907
479.007245,200,69126.225886
184.342843,78,69126.495827
595.338225,200,69127.175731
179.608407,200,69127.853245
180.624186,200,69128.517103
724.124536,200,69129.202009
562.935397,200,69129.893457
1080.94578,200,69130.583966
754.548008,200,69131.26209
816.724293,200,69131.940229
338.080835,200,69132.657134
194.255241,200,69133.441442
655.303174,200,69134.217593
526.252805,158,69134.831037
1040.08332,200,69135.623278
212.488761,200,69136.427529
807.732456,200,69137.186437
250.268424,200,69137.885304
188.617719,200,69138.563837
960.149747,200,69139.250138
818.030534,200,69139.939878
524.441367,200,69140.646151
179.832288,200,69141.326467
547.3837,200,69142.016878
823.711869,200,69142.71306
586.632971,200,69143.389247
185.806795,200,69144.09434
709.522953,200,69144.807684
1020.425909,200,69145.493477
1050.073182,200,69146.212906
995.296507,200,69146.920244
630.955033,200,69147.62187
181.250577,200,69148.348177
752.877057,200,69149.169018
731.777517,200,69149.965528
1156.890474,200,69150.779084
519.494906,200,69151.565908
473.173175,200,69152.342866
181.455777,174,69152.952466
606.810201,200,69153.663552
1151.022597,200,69154.361802
383.550083,200,69155.059661
744.344099,200,69155.756233
304.943053,200,69256.314347
588.370783,200,69256.97844
75.265547,81,69257.272541
309.830383,200,69257.941677
1180.3828,200,69258.613096
605.331778,200,69259.311857
1013.96878,200,69259.994329
182.128573,200,69260.686789
552.839788,200,69261.360612
732.638045,200,69262.036974
350.688439,95,69262.357104
397.80209,200,69263.047299
984.844041,200,69263.731669
480.998159,200,69264.403089
431.750394,200,69265.089392
194.435914,200,69265.777855
635.685961,200,69266.453454
569.391121,200,69267.1501
1009.944743,200,69267.831125
404.004891,200,69268.522579
884.700727,200,69269.252041
667.148734,200,69270.03225
656.431037,200,69270.833192
247.789725,200,69271.661291
763.792913,200,69272.454348
1142.66239,200,69273.241699
553.027701,200,69273.926474
410.037486,200,69274.617767
540.304719,200,69275.333343
799.774444,200,69276.029856
868.624141,200,69276.733354
955.103528,200,69277.446042
1040.322049,200,69278.133838
480.087606,200,69278.840145
779.849346,200,69279.527405
555.638782,200,69280.222849
194.462579,200,69280.92417
520.570741,200,69281.627051
1097.525525,200,69282.325572
733.877453,200,69283.001014
342.285287,200,69283.68237
910.521623,200,69284.402864
824.811042,200,69285.132976
598.138654,200,69285.918266
614.355869,200,69286.733259
258.022772,113,69287.185084
307.923852,200,69287.97919
515.205641,125,69288.4768
559.247828,200,69289.240578
759.755293,200,69289.938092
645.034462,200,69354.136116
182.474502,200,69354.810494
234.154923,128,69355.243854
374.45292,200,69355.913378
1065.875949,200,69356.598795
328.657382,200,69357.270726
180.79661,200,69357.969754
356.97853,200,69358.651155
488.600022,200,69359.31637
646.065266,200,69360.016724
1102.089063,200,69360.711949
731.341395,200,69361.408361
53.518072,59,69361.606454
1000.650757,200,69362.27554
774.230442,200,69362.954485
476.392467,200,69363.648175
777.653338,200,69364.334833
527.724051,200,69365.061423
843.579014,200,69365.865456
443.973409,200,69366.649191
673.186227,200,69367.418443
764.112403,200,69368.193588
409.304195,200,69369.006824
431.574384,200,69369.696562
741.066456,200,69370.380801
701.710881,200,69371.058405
406.804753,200,69371.748527
247.890844,200,69372.433853
1065.420413,200,69373.131134
1045.359444,200,69373.816774
648.121296,200,69374.50398
581.302157,200,69375.179587
1025.846957,200,69375.862713
190.891877,200,69376.558367
1110.312648,200,69377.236783
746.130231,200,69377.920654
1056.93304,200,69378.610028
620.634819,200,69379.27507
183.41248,200,69379.973917
829.771502,200,69380.733538
64.907079,59,69380.991366
579.588341,200,69381.822895
980.273526,200,69382.655243
430.907122,172,69383.344904
504.420143,194,69384.126364
189.541306,200,69384.934846
420.925177,200,69385.746504
615.25723,200,69386.57677
376.687196,173,69387.297963
182.036441,200,69388.10185
476.879313,200,69488.534693
169.10744,189,69489.160135
597.74842,200,69489.841797
683.271945,200,69490.507873
668.130911,200,69491.196928
436.681468,151,69491.712894
915.255133,200,69492.41431
653.201213,200,69493.101499
1060.43304,200,69493.77185
566.255226,200,69494.4668
835.204948,200,69495.152208
1085.121215,200,69495.860561
601.715493,200,69496.549469
752.444691,200,69497.226564
344.292804,200,69497.937441
552.753143,200,69498.717417
1030.777774,200,69499.515867
970.72702,200,69500.31324
456.892486,200,69501.111545
1066.472496,200,69501.886079
914.351611,200,69502.608291
344.474901,200,69503.283516
791.886231,200,69503.971544
563.783089,200,69504.666609
687.212978,200,69505.357518
