#{"t_start": 1665779066.952291, "env_id": "CustomMyoChallengeBaodingP1-v1"}
r,l,t
1176.243216,200,19493.126607
1145.767984,200,19510.031889
1196.593763,200,19530.694981
1186.274472,200,19564.408895
1196.409578,200,19593.610224
1196.205788,200,19606.973119
1181.192504,200,19648.594124
1151.383713,200,19676.666106
914.400522,180,19690.361843
1196.373886,200,19705.164051
1186.365002,200,19706.646183
418.004035,200,19751.518057
1146.340233,200,19765.848613
1161.159825,200,19789.936706
1196.393397,200,19836.380666
1181.472922,200,19850.141731
828.097263,158,19862.801859
162.67351,72,19875.483284
1196.479174,200,19907.683631
1151.214238,200,19936.571718
1196.453019,200,19960.627352
1015.698196,200,19993.577138
564.705407,161,20009.246856
1116.290242,200,20034.720005
1176.508079,200,20048.857898
1161.45751,200,20050.338219
452.470974,143,20081.037414
1196.47353,200,20108.923356
1156.170077,200,20121.429031
1196.456645,200,20166.256004
1126.03306,200,20182.335207
1181.2211,200,20204.146846
1181.321609,200,20237.100236
822.239731,157,20266.53444
1116.259733,200,20281.324893
258.380691,72,20290.711253
1056.029995,200,20321.544054
1181.299271,200,20350.840484
1196.291395,200,20363.72227
1196.377181,200,20376.853343
1196.630682,200,20378.325557
201.91215,190,20423.099369
955.505092,200,20439.995255
980.660506,200,20459.687904
1051.035184,200,20506.57357
945.514882,200,20522.850928
1086.167013,200,20545.103565
1166.138022,200,20577.724003
1161.188358,200,20607.405924
1055.893533,200,20621.341768
1186.46445,200,20661.855319
1116.479316,200,20678.246777
1196.368326,200,20706.209512
1196.370051,200,20717.394573
1176.368064,200,20718.832041
272.571227,200,20750.903528
1181.43835,200,20779.70654
1196.564925,200,20802.048461
1186.606871,200,20833.910689
1156.12363,200,20864.044535
1176.34812,200,20877.577142
1085.887084,200,20920.531946
1166.341698,200,20936.798975
1196.558207,200,20963.196648
1176.423015,200,21006.495939
1091.034295,200,21022.239285
1196.441542,200,21049.499447
1176.26101,200,21051.550247
1196.611435,200,21052.901194
257.543039,200,21095.891152
1196.435271,200,21123.856277
197.089141,97,21124.662457
1091.216598,200,21166.685494
1126.276714,200,21182.011655
1115.943539,200,21211.021343
1111.356868,200,21251.153374
1141.051798,200,21267.219177
1191.259215,200,21294.334507
1196.59413,200,21321.807116
1156.001249,200,21351.863296
1196.226966,200,21367.343584
1166.186246,200,21392.346591
1181.45701,200,21393.67187
1196.365236,200,21395.018098
714.180808,200,21438.569222
1165.925324,200,21454.994014
1151.100041,200,21480.098737
1196.392362,200,21511.219714
1181.589431,200,21541.348227
1196.501525,200,21554.861279
1176.439961,200,21597.258814
1191.275623,200,21613.62585
177.309575,45,21626.247775
1196.734867,200,21640.430327
649.133152,154,21684.334378
1181.251173,200,21699.649465
1050.798685,200,21727.203197
1196.315233,200,21729.1176.4771186.653985,200,21731.062547
398.079302,200,21773.430271
1196.088241,200,21801.195204
1166.270906,200,21813.856941
694.805203,129,21845.1166.4301156.21451,200,21873.0838.158215.93056,59,21873.5051196.1186.53513,200,21901.37941146.465879,200,21931.192339
1196.439084,200,21959.240748
950.749189,200,21973.242717
1681181.153422,200,21987.908748.750491,138,22016.950301
1176.469767,200,22033.356799
1181.50444,200,22059.560095
1176.1151.261872,200,22076.365255.01181.203393,200,22077.72331.23267.589531,200,22122.876434
1166.458299,200,22135.356176
1196.453869,200,22163.347481
1125.831949,200,22194.305657
1141.449028,200,22222.125534
1176.210224,200,22237.151526
1186.231712,200,22280.622465
639.227338,156,22296.383244
1156.268257,200,22322.944926
224.459922,68,223231105.7665557.778762,170,22367.1181.5921161.022225,200,22380.1141.021126.334406,200,224091080.562011,200,22409.449225
1196.31181.321711,200,22424.68246.121196.391758,200,22426.1478.661418.41319,200,22455.2720.866733.73705,169,22469.831100.81166.301362,200,22499.431156.4837.546882,178,22529.89598.991126.442344,200,22555.31181.061186.187969,200,22584.41181.381186.355419,200,22614.861.79921196.547762,200,226411176.0491126.17207,200,22657.81196.081151.317819,200,22701.1185.895970.701125,200,22714.51025.72204.910026,58,22729.2011086.1166.414866,200,22744.2431196.1196.310467,200,22759.507288.01196.166769,200,22760.8408.101972,200,22800.623158
890.093488,200,22817.200548
1196.068697,200,22845.16316
1086.040546,200,22875.218987
1141.184054,200,22902.130229
1166.153746,200,22918.045534
1176.477253,200,22960.680561
1186.346273,200,22987.836618
673.52908,128,23003.390427
